tweet_id,retweet_count,favorite_count
847978865427394560,3125,0
847971574464610304,420,0
847962785489326080,4856,22780
847842811428974592,1263,5244
847617282490613760,393,6764
847606175596138505,3282,18190
847251039262605312,4145,19859
847157206088847362,5613,19254
847116187444137987,3052,20814
846874817362120707,3761,19456
846514051647705089,11068,43217
846505985330044928,2943,13688
846153765933735936,8668,30605
846139713627017216,9674,30137
846042936437604353,2747,15507
845812042753855489,8336,28352
845677943972139009,4623,24480
845397057150107648,1718,7399
845306882940190720,5173,22665
845098359547420673,7372,0
844979544864018432,2447,13264
844973813909606400,3050,14624
844580511645339650,2993,16012
844223788422217728,2101,13301
843981021012017153,2846,14781
843856843873095681,4442,20885
843604394117681152,2635,16445
843235543001513987,5790,20939
842846295480000512,3503,14893
842765311967449089,1218,6552
842535590457499648,3389,17672
842163532590374912,5582,23828
842115215311396866,2913,13617
841833993020538882,14502,0
841680585030541313,7569,25158
841439858740625411,3551,12328
841320156043304961,5329,19326
841314665196081154,4491,15468
841077006473256960,5131,22318
840761248237133825,1706,0
840728873075638272,15518,0
840698636975636481,2,171
840696689258311684,942,11993
840632337062862849,1706,8789
840370681858686976,4408,16066
840268004936019968,5549,18811
839990271299457024,2203,13148
839549326359670784,7514,26846
839290600511926273,139,0
839239871831150596,6323,26509
838952994649550848,3874,19245
838921590096166913,1983,10885
838916489579200512,33,0
838831947270979586,10684,0
838561493054533637,1290,10743
838476387338051585,4618,21996
838201503651401729,9743,0
838150277551247360,323,1634
838085839343206401,1,138
838083903487373313,3029,17276
837820167694528512,7626,33363
837482249356513284,431,3786
837471256429613056,2201,12541
837110210464448512,2302,15725
836989968035819520,2242,12503
836753516572119041,4520,18971
836677758902222849,2171,12398
836648853927522308,537,0
836397794269200385,26753,0
836380477523124226,2910,14499
836260088725786625,4197,20919
836001077879255040,4150,18720
835685285446955009,7924,0
835574547218894849,3522,17471
835536468978302976,1647,0
835309094223372289,20398,0
835297930240217089,2920,16182
835264098648616962,1647,7583
835246439529840640,71,2058
835172783151792128,5620,25716
835152434251116546,2921,21958
834931633769889797,1586,10607
834786237630337024,5379,21052
834574053763584002,2459,13402
834477809192075265,10384,0
834458053273591808,1637,9464
834209720923721728,4632,20186
834167344700198914,3575,15560
834089966724603904,2082,9865
834086379323871233,2152,12842
833863086058651648,2350,13215
833826103416520705,3682,17798
833732339549220864,218,0
833722901757046785,3152,20506
833479644947025920,1997,14629
833124694597443584,4735,19872
832998151111966721,2139,13032
832769181346996225,38,0
832757312314028032,3531,16599
832682457690300417,2846,11675
832645525019123713,521,2883
832636094638288896,2722,15606
832397543355072512,2158,11787
832369877331693569,3125,16889
832273440279240704,2282,11152
832215909146226688,6069,0
832215726631055365,9118,0
832088576586297345,2,62
832040443403784192,9381,0
832032802820481025,4562,17579
831939777352105988,5996,23601
831926988323639298,34,330
831911600680497154,6353,27160
831670449226514432,1774,10259
831650051525054464,1876,7008
831552930092285952,2269,8836
831322785565769729,1521,9140
831315979191906304,1103,6441
831309418084069378,2416,11592
831262627380748289,1995,11724
830956169170665475,1463,7871
830583320585068544,16389,65768
830173239259324417,5559,0
830097400375152640,2869,9634
829878982036299777,4902,0
829861396166877184,1898,12068
829501995190984704,10384,31274
829449946868879360,1965,10320
829141528400556032,7177,24039
829011960981237760,16002,52513
828801551087042563,3358,0
828770345708580865,5733,25237
828708714936930305,10960,35989
828650029636317184,1309,9379
828409743546925057,1141,6266
828408677031882754,1260,7583
828381636999917570,2177,12417
828376505180889089,1046,7284
828372645993398273,2874,12414
828361771580813312,171,2153
828046555563323392,2814,11595
828011680017821696,2111,10226
827933404142436356,5139,19819
827653905312006145,2964,15305
827600520311402496,925,7374
827324948884643840,2978,15626
827199976799354881,2184,10452
826958653328592898,4902,21295
826848821049180160,9961,35826
826615380357632002,3914,0
826598799820865537,245,5066
826598365270007810,2305,9907
826476773533745153,4110,18165
826240494070030336,2564,13123
826204788643753985,908,4820
826115272272650244,3045,15449
825876512159186944,1833,10357
825829644528148480,2446,12596
825535076884762624,17283,56236
825147591692263424,4460,18080
825120256414846976,1230,0
825026590719483904,1230,6212
824796380199809024,5415,0
824775126675836928,3450,14742
824663926340194305,1742,10414
824325613288833024,10397,11696
824297048279236611,3794,14899
824025158776213504,590,4770
823939628516474880,2659,10509
823719002937630720,10992,0
823699002998870016,2479,13829
823581115634085888,2588,12889
823333489516937216,22,694
823322678127919110,3952,15567
823269594223824897,9727,0
822975315408461824,3388,17158
822872901745569793,42510,130145
822859134160621569,2235,13115
822647212903690241,6314,0
822610361945911296,2912,14666
822489057087389700,6314,17958
822462944365645825,14034,27653
822244816520155136,9727,34613
822163064745328640,4682,0
821886076407029760,2271,11209
821813639212650496,3330,0
821765923262631936,1631,8325
821522889702862852,1728,7965
821421320206483457,5496,0
821407182352777218,4273,11640
821153421864615936,10,254
821149554670182400,1942,8549
821107785811234820,2105,9512
821044531881721856,2241,12555
820837357901512704,6637,0
820749716845686786,9743,31265
820690176645140481,3186,12112
820494788566847489,555,0
820446719150292993,2539,0
820314633777061888,555,3314
820078625395449857,6196,19630
820013781606658049,1160,0
819952236453363712,1160,5282
819924195358416896,4818,12814
819711362133872643,3072,13265
819588359383371776,1970,9575
819347104292290561,1186,7163
819238181065359361,403,2242
819227688460238848,6637,22890
819015337530290176,36488,0
819015331746349057,18786,0
819006400881917954,18786,44993
819004803107983360,36488,86326
818646164899774465,20721,0
818627210458333184,7459,22240
818614493328580609,2520,9760
818588835076603904,6042,0
818536468981415936,2415,10794
818307523543449600,7970,0
818259473185828864,2227,10924
818145370475810820,2532,12162
817908911860748288,791,4808
817827839487737858,26753,51213
817777686764523521,2650,10676
817536400337801217,2923,11677
817502432452313088,3354,0
817423860136083457,14502,33518
817415592588222464,935,5557
817181837579653120,8377,0
817171292965273600,1999,8695
817120970343411712,2570,12137
817056546584727552,1626,8526
816829038950027264,4671,0
816816676327063552,2018,9933
816697700272001025,2156,9709
816450570814898180,7970,30211
816336735214911488,1929,8551
816091915477250048,2109,8870
816062466425819140,1006,0
816014286006976512,5213,0
815990720817401858,1006,4911
815966073409433600,8377,22248
815745968457060357,4090,0
815736392542261248,2239,9788
815639385530101762,1635,8175
815390420867969024,3781,10302
814986499976527872,1265,7610
814638523311648768,2669,11196
814578408554463233,5783,0
814530161257443328,1842,8589
814153002265309185,8585,28603
813944609378369540,3156,0
813910438903693312,1846,9257
813812741911748608,13857,36252
813800681631023104,1742,8278
813217897535406080,7241,18555
813202720496779264,1803,9194
813187593374461952,4318,19756
813172488309972993,1905,9224
813157409116065792,2191,7740
813142292504645637,2365,8444
813130366689148928,445,4466
813127251579564032,3105,11765
813112105746448384,2718,10256
813096984823349248,3606,10528
813081950185472002,2765,9852
813066809284972545,1937,7910
813051746834595840,7311,20891
812781120811126785,1889,7522
812709060537683968,1428,6587
812503143955202048,1205,6037
812466873996607488,1922,7942
812372279581671427,3637,13597
811985624773361665,1390,7246
811744202451197953,1577,7511
811647686436880384,735,5584
811627233043480576,3059,12720
811386762094317568,6339,20845
810984652412424192,1428,5308
810896069567610880,1752,8970
810657578271330305,2623,10920
810284430598270976,11163,35068
810254108431155201,3358,14630
809920764300447744,3914,15514
809808892968534016,4862,0
809448704142938112,1460,6917
809220051211603969,5559,19843
809084759137812480,3512,13186
808838249661788160,3018,10091
808733504066486276,2152,7875
808501579447930884,2589,11278
808344865868283904,20721,42398
808134635716833280,5876,0
808106460588765185,2201,8786
808001312164028416,3519,12503
807621403335917568,3592,14533
807106840509214720,55036,117762
807059379405148160,7296,0
807010152071229440,3850,13051
806629075125202948,34414,74362
806620845233815552,5503,0
806576416489959424,1950,4879
806542213899489280,2349,10195
806242860592926720,11560,0
806219024703037440,1186,6430
805958939288408065,5336,0
805932879469572096,1917,8260
805826884734976000,1807,6538
805823200554876929,7968,0
805520635690676224,1651,5733
805487436403003392,2514,8772
805207613751304193,1708,7828
804738756058218496,3802,13667
804475857670639616,2002,6120
804413760345620481,3218,0
804026241225523202,16010,44301
803773340896923648,2728,10035
803692223237865472,7399,0
803638050916102144,4130,10919
803380650405482500,1869,7746
803321560782307329,5298,0
803276597545603072,2442,10006
802952499103731712,1988,8990
802624713319034886,2901,0
802600418706604034,1454,7084
802572683846291456,2488,8921
802323869084381190,5800,16137
802265048156610565,1370,6913
802239329049477120,2611,9065
802185808107208704,273,0
801958328846974976,1716,7733
801854953262350336,235,1790
801538201127157760,2054,8208
801285448605831168,815,6034
801167903437357056,5876,24401
801127390143516673,3935,0
801115127852503040,2097,8050
800859414831898624,97,689
800855607700029440,1607,0
800751577355128832,2781,10553
800513324630806528,2976,13102
800459316964663297,2168,9483
800443802682937345,4304,0
800388270626521089,2792,11129
800188575492947969,3924,0
800141422401830912,2539,15243
800018252395122689,13077,28292
799774291445383169,4660,0
799757965289017345,2157,8367
799422933579902976,1920,8056
799308762079035393,5435,0
799297110730567681,2742,9845
799063482566066176,2467,8043
798933969379225600,4427,13040
798925684722855936,1435,7496
798705661114773508,6611,0
798701998996647937,7742,0
798697898615730177,6491,0
798694562394996736,4928,0
798686750113755136,2329,0
798682547630837760,4723,0
798673117451325440,5535,0
798665375516884993,3886,0
798644042770751489,1845,0
798628517273620480,1967,0
798585098161549313,5660,0
798576900688019456,5814,0
798340744599797760,3312,0
798209839306514432,2547,10393
797971864723324932,3097,11550
797545162159308800,4855,14527
797236660651966464,6540,19907
797165961484890113,26,225
796904159865868288,8879,0
796865951799083009,1911,7663
796759840936919040,3013,11788
796563435802726400,7212,0
796484825502875648,1746,7558
796387464403357696,4114,10968
796177847564038144,14199,0
796149749086875649,14199,32153
796125600683540480,1801,4956
796116448414461957,2407,9071
796080075804475393,2294,8435
796031486298386433,3703,10773
795464331001561088,23446,49415
795400264262053889,2850,10008
795076730285391872,5415,16150
794983741416415232,3353,0
794926597468000259,2302,10210
794355576146903043,10214,0
794332329137291264,2669,9577
794205286408003585,3302,9211
793962221541933056,4862,16784
793845145112371200,1846,9192
793614319594401792,3112,0
793601777308463104,1608,7954
793500921481273345,2361,10645
793286476301799424,9118,24535
793271401113350145,2379,8680
793256262322548741,8295,19932
793241302385262592,3276,10486
793226087023144960,2868,9790
793210959003287553,2780,8907
793195938047070209,5600,15218
793180763617361921,1988,6920
793165685325201412,2763,9358
793150605191548928,1691,6155
793135492858580992,2484,6385
793120401413079041,3900,12610
792913359805018113,3953,14288
792883833364439040,4249,11269
792773781206999040,1665,7338
792394556390137856,4274,13378
792050063153438720,1783,7127
791821351946420224,20975,0
791784077045166082,9514,0
791780927877898241,3799,0
791774931465953280,22062,44971
791672322847637504,3112,11712
791406955684368384,4090,13116
791312159183634433,2517,8735
791026214425268224,4073,0
790987426131050500,2123,9789
790946055508652032,4671,16614
790723298204217344,2296,0
790698755171364864,1913,8191
790581949425475584,7089,20605
790337589677002753,1870,7792
790277117346975746,3156,12524
790227638568808452,3546,0
789986466051088384,2296,9223
789960241177853952,4088,0
789903600034189313,4108,10300
789628658055020548,1752,7456
789599242079838210,1912,6722
789530877013393408,3353,11688
789314372632018944,2283,8618
789280767834746880,4895,0
789268448748703744,2591,9088
789137962068021249,2776,9691
788908386943430656,12419,27358
788765914992902144,10215,27237
788552643979468800,7117,0
788412144018661376,5231,15491
788178268662984705,2084,7197
788150585577050112,1266,6103
788070120937619456,3413,0
788039637453406209,1299,6103
787810552592695296,3027,8579
787717603741622272,2757,10232
787397959788929025,2832,10839
787322443945877504,1729,7744
787111942498508800,6699,0
786963064373534720,7924,26538
786729988674449408,2410,0
786709082849828864,6069,18162
786664955043049472,2522,10547
786595970293370880,3107,9416
786363235746385920,3468,10843
786286427768250368,2807,7938
786233965241827333,4682,15159
786051337297522688,154,1421
786036967502913536,6951,0
785927819176054784,3154,11331
785872687017132033,1788,6667
785639753186217984,2218,7821
785533386513321988,1976,9058
785515384317313025,1242,6090
785264754247995392,1605,7223
785170936622350336,4779,11958
784826020293709826,3218,10054
784517518371221505,2502,8922
784431430411685888,1260,5691
784183165795655680,7968,19942
784057939640352768,10992,29594
783839966405230592,10684,29834
783821107061198850,1948,7315
783695101801398276,3177,10419
783466772167098368,2218,8405
783391753726550016,5403,16786
783347506784731136,5481,0
783334639985389568,11560,28941
783085703974514689,2175,8109
782969140009107456,7296,23987
782747134529531904,1396,7424
782722598790725632,5336,17156
782598640137187329,1857,7736
782305867769217024,5496,16546
782021823840026624,6131,0
781955203444699136,3330,11057
781661882474196992,2688,10361
781655249211752448,1121,3966
781524693396357120,5503,20623
781308096455073793,2529,7098
781251288990355457,2057,8369
781163403222056960,2721,9736
780931614150983680,7212,21467
780858289093574656,1983,7131
780800785462489090,1281,5437
780601303617732608,3330,12011
780543529827336192,1730,6251
780496263422808064,3636,0
780476555013349377,109,0
780459368902959104,1063,5255
780192070812196864,2209,8631
780092040432480260,2271,0
780074436359819264,4891,12067
779834332596887552,6951,18719
779377524342161408,3075,8715
779124354206535695,18046,0
779056095788752897,4475,14636
778990705243029504,7095,19763
778774459159379968,9759,0
778764940568104960,360,860
778748913645780993,1288,6827
778650543019483137,1476,5711
778624900596654080,999,4592
778408200802557953,4266,13503
778396591732486144,12058,0
778383385161035776,1087,5770
778286810187399168,3251,10278
778039087836069888,2604,8421
778027034220126208,1585,6490
777953400541634568,3480,0
777885040357281792,1605,6295
777684233540206592,2901,11130
777641927919427584,4172,0
777621514455814149,2475,8643
777189768882946048,4256,14126
776819012571455488,13483,0
776813020089548800,1190,4826
776477788987613185,2731,8731
776249906839351296,8979,0
776218204058357768,15609,29572
776201521193218049,2486,9511
776113305656188928,4304,11639
776088319444877312,147,1818
775898661951791106,16529,0
775842724423557120,2617,11585
775733305207554048,3935,13744
775729183532220416,4539,12861
775364825476165632,2916,7310
775350846108426240,3848,10060
775085132600442880,4660,15385
774757898236878852,1761,8511
774639387460112384,1699,6649
774314403806253056,5435,21530
773985732834758656,3801,10614
773922284943896577,1723,6324
773704687002451968,1603,6517
773670353721753600,1289,5296
773547596996571136,6042,21875
773336787167145985,4989,0
773308824254029826,7372,23026
773247561583001600,3212,9353
773191612633579521,4058,9872
772877495989305348,3809,8458
772826264096874500,2319,7953
772615324260794368,3333,0
772581559778025472,1675,6404
772193107915964416,1363,5954
772152991789019136,1115,3766
772117678702071809,727,3730
772114945936949249,461,2697
772102971039580160,926,3952
771908950375665664,1864,6497
771770456517009408,3312,11856
771500966810099713,2567,8166
771380798096281600,4989,10346
771171053431250945,7327,0
771136648247640064,2880,9034
771102124360998913,1416,6157
771014301343748096,1625,6793
770787852854652928,1186,4868
770772759874076672,1397,5114
770655142660169732,1742,7247
770414278348247044,2061,6252
770293558247038976,1442,6150
770093767776997377,2996,0
770069151037685760,2262,7503
769940425801170949,9381,30882
769695466921623552,1654,6343
769335591808995329,7608,0
769212283578875904,1682,5322
768970937022709760,6396,14154
768909767477751808,2618,0
768855141948723200,871,4125
768609597686943744,1172,4063
768596291618299904,1258,4976
768554158521745409,5725,0
768473857036525572,3347,13443
768193404517830656,3480,10718
767884188863397888,1358,4684
767754930266464257,5298,15799
767500508068192258,2304,7407
767191397493538821,3697,12143
767122157629476866,2810,10053
766864461642756096,5529,0
766793450729734144,1334,4980
766714921925144576,371,2585
766693177336135680,781,3958
766423258543644672,1548,5909
766313316352462849,1856,6692
766078092750233600,2569,0
766069199026450432,836,4161
766008592277377025,489,3694
765719909049503744,2123,7127
765669560888528897,1210,5120
765395769549590528,3337,26289
765371061932261376,2136,6973
765222098633691136,3333,11465
764857477905154048,1751,6359
764259802650378240,1477,5927
763956972077010945,54,751
763837565564780549,4073,12378
763183847194451968,1442,5298
763167063695355904,2947,0
763103485927849985,2265,7264
762699858130116608,3546,11947
762471784394268675,6286,11049
762464539388485633,4088,10150
762316489655476224,1093,4727
762035686371364864,15249,31352
761976711479193600,1967,5320
761750502866649088,3833,0
761745352076779520,847,4210
761672994376806400,28514,48705
761599872357261312,1170,4065
761371037149827077,17720,0
761334018830917632,1426,5116
761292947749015552,1065,4413
761227390836215808,1532,5245
761004547850530816,3413,11158
760893934457552897,950,3753
760656994973933572,1871,6483
760641137271070720,1271,4901
760539183865880579,3549,7442
760521673607086080,1367,4145
760290219849637889,11247,26381
760252756032651264,853,3890
760190180481531904,1756,5595
760153949710192640,30,0
759943073749200896,2035,5863
759923798737051648,5529,14464
759846353224826880,1928,6629
759793422261743616,1868,5856
759557299618865152,1167,4606
759447681597108224,2410,8341
759446261539934208,476,1642
759197388317847553,1910,5986
759159934323924993,1133,0
759099523532779520,4070,14272
759047813560868866,1968,6381
758854675097526272,880,3493
758828659922702336,3770,11019
758740312047005698,1582,5646
758474966123810816,982,3732
758467244762497024,2172,4712
758405701903519748,1872,5121
758355060040593408,1037,3333
758099635764359168,9759,18724
758041019896193024,364,2648
757741869644341248,3183,6759
757729163776290825,7730,0
757725642876129280,1186,4464
757611664640446465,1082,4483
757597904299253760,294,0
757596066325864448,1033,4257
757400162377592832,6695,14871
757393109802180609,1695,5710
757354760399941633,1387,4442
756998049151549440,1944,6171
756939218950160384,1961,6521
756651752796094464,1266,4955
756526248105566208,3501,10228
756303284449767430,1085,3863
756288534030475264,17298,43252
756275833623502848,1503,6289
755955933503782912,2817,7171
755206590534418437,5232,16159
755110668769038337,10859,20818
754874841593970688,7721,0
754856583969079297,2458,6778
754747087846248448,507,2539
754482103782404096,1909,5196
754449512966619136,720,3675
754120377874386944,2302,7753
753655901052166144,2128,5740
753420520834629632,3468,7742
753398408988139520,1861,5646
753375668877008896,2271,7501
753298634498793472,5560,0
753294487569522689,1015,3299
753039830821511168,20398,36413
753026973505581056,937,3851
752932432744185856,6699,12384
752917284578922496,1536,6810
752701944171524096,2788,0
752682090207055872,1557,5901
752660715232722944,1519,4296
752568224206688256,2225,5388
752519690950500352,3370,7237
752334515931054080,1070,3750
752309394570878976,15834,0
752173152931807232,1788,5840
751950017322246144,892,3006
751937170840121344,1287,5082
751830394383790080,1898,5702
751793661361422336,2833,5700
751598357617971201,2974,7786
751583847268179968,1072,4307
751538714308972544,1230,4947
751456908746354688,978,3154
751251247299190784,5739,12280
751205363882532864,1766,6197
751132876104687617,1272,4963
750868782890057730,1327,4677
750719632563142656,4895,12915
750506206503038976,1120,4362
750429297815552001,4172,12912
750383411068534784,1122,4469
750381685133418496,27,681
750147208377409536,937,3038
750132105863102464,1261,3539
750117059602808832,1278,4250
750101899009982464,823,2981
750086836815486976,520,2128
750071704093859840,3237,7675
750056684286914561,878,3102
750041628174217216,597,3104
750026558547456000,767,2664
750011400160841729,884,3173
749996283729883136,800,2996
749981277374128128,2407,5011
749774190421639168,1291,4580
749417653287129088,1604,5972
749403093750648834,517,2559
749395845976588288,3350,8373
749317047558017024,2184,5383
749075273010798592,2025,5633
749064354620928000,1494,4703
749036806121881602,770,3032
748977405889503236,3304,10560
748932637671223296,2189,5680
748705597323898880,926,2718
748699167502000129,1545,4650
748692773788876800,1299,4165
748575535303884801,1933,5940
748568946752774144,654,2163
748346686624440324,1205,5105
748337862848962560,3999,7454
748324050481647620,734,3609
748307329658011649,694,3607
748220828303695873,7579,13842
747963614829678593,2085,5658
747933425676525569,2479,6472
747885874273214464,942,2873
747844099428986880,727,2759
747816857231626240,1131,4741
747651430853525504,151,1347
747648653817413632,5691,12604
747600769478692864,544,2282
747594051852075008,1026,3594
747512671126323200,1571,5397
747461612269887489,1018,3789
747439450712596480,1862,5296
747242308580548608,2833,0
747219827526344708,1523,5135
747204161125646336,888,3293
747103485104099331,3850,9338
746906459439529985,289,2841
746872823977771008,2075,5851
746818907684614144,1696,5208
746790600704425984,1557,4764
746757706116112384,3799,9349
746726898085036033,1746,5916
746542875601690625,1836,4921
746521445350707200,957,0
746507379341139972,1057,4555
746369468511756288,1591,6046
746131877086527488,2127,6749
746056683365994496,790,3492
745789745784041472,1035,3927
745712589599014916,2261,6841
745433870967832576,2475,6910
745422732645535745,2356,8376
745314880350101504,2677,6990
745074613265149952,3377,7648
745057283344719872,2180,7082
744995568523612160,596,2904
744971049620602880,2613,7691
744709971296780288,1516,5470
744334592493166593,2049,6619
744234799360020481,75487,152519
744223424764059648,352,1621
743980027717509120,1064,4074
743895849529389061,938,3573
743835915802583040,2005,0
743609206067040256,1345,4363
743595368194129920,6334,17875
743545585370791937,915,3444
743510151680958465,3625,7731
743253157753532416,1189,4125
743222593470234624,1856,6048
743210557239623680,1327,3751
742534281772302336,3466,6898
742528092657332225,1906,4305
742465774154047488,3800,7085
742423170473463808,3636,9575
742385895052087300,1906,6633
742161199639494656,1327,4210
742150209887731712,1501,4978
741793263812808706,1465,4425
741743634094141440,2660,7968
741438259667034112,792,3593
741303864243200000,3107,8558
741099773336379392,5341,9736
741067306818797568,2996,9290
740995100998766593,2639,6182
740711788199743490,910,3320
740699697422163968,753,2774
740676976021798912,6611,17701
740373189193256964,12922,34138
740365076218183684,420,2397
740359016048689152,837,3209
740214038584557568,1905,6523
739979191639244800,5725,19433
739932936087216128,1048,3954
739844404073074688,833,3707
739623569819336705,1318,3664
739606147276148736,1598,5257
739544079319588864,20537,38445
739485634323156992,2837,6960
739238157791694849,56188,112778
738891149612572673,6,104
738885046782832640,1107,3673
738883359779196928,764,3219
738537504001953792,1480,4948
738402415918125056,801,3175
738184450748633089,1175,4213
738166403467907072,3235,8524
738156290900254721,620,2436
737826014890496000,1709,5120
737800304142471168,3348,9724
737678689543020544,1272,4895
737445876994609152,4306,9963
737322739594330112,783,3501
737310737551491075,7182,14249
736736130620620800,1665,4120
736392552031657984,7117,17198
736365877722001409,1195,3858
736225175608430592,2697,7878
736010884653420544,2878,7664
735991953473572864,1106,3491
735648611367784448,1069,3931
735635087207878657,2270,5992
735274964362878976,4850,12652
735256018284875776,848,3236
735137028879360001,940,3044
734912297295085568,511,2677
734787690684657664,6092,12171
734776360183431168,517,2429
734559631394082816,383,1447
733828123016450049,753,3477
733822306246479872,990,3564
733482008106668032,913,3039
733460102733135873,1233,4055
733109485275860992,16529,51899
732732193018155009,517,2364
732726085725589504,863,3455
732585889486888962,755,3557
732375214819057664,2425,7843
732005617171337216,5213,14446
731285275100512256,965,3396
731156023742988288,1225,3730
730924654643314689,1912,5974
